"PSC.0228"	"PSC.0187"	"PSC.0188"	"PSC.0174"	"PSC.0190"	"PSC.0231"	"PSC.0230"	"PSC.0219"	"PSC.0177"	"PSC.0186"	"PSC.0209"	"PSC.0203"
"g17733.t1"	133	213	292	45	58	351	171	163	79	145	213	96
"g15867.t1"	245	547	270	139	60	50	890	634	661	695	512	634
"g3877.t1"	91	156	155	146	58	92	269	131	222	294	113	198
"g23560.t1"	36	29	43	22	0	14	129	61	59	90	122	188
"g2159.t1"	123	295	82	16	7	47	117	91	66	89	110	177
"g1975.t1"	28	55	147	14	19	137	213	197	157	68	174	126
"g17634.t1"	16877	23222	13087	12362	14882	16007	18935	10398	11977	15558	9082	12865
"g8896.t1"	8	2	3	0	0	0	0	0	0	0	0	2
"g8090.t1"	0	0	0	0	0	0	0	0	0	2	0	0
"g23694.t1"	13	25	49	0	0	8	16	4	0	0	3	18
"g770.t1"	0	0	0	0	0	0	0	0	4	0	0	0
"g1326.t1"	8428	55296	613	45	20	321	145	934	154	171	86	94
"g15093.t1"	15	63	30	48	13	20	157	137	56	171	7	85
"g6751.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12927.t1"	832	548	537	621	291	322	1088	670	546	869	895	707
"g4010.t1"	2159	1343	1346	2471	837	541	4470	3507	3844	2855	2999	2482
"g17504.t1"	1187	795	1333	1178	519	480	6084	4756	5141	2721	2269	2501
"g13298.t1"	7	0	0	0	0	0	2	0	4	0	0	8
"g772.t1"	6	9	0	0	0	0	0	0	2	0	0	0
"g13388.t1"	80	159	2868	11	47	4526	73	155	290	18	95	150
"g15865.t1"	29	15	31	0	12	52	6	0	6	8	0	19
"g2227.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13850.t1"	110	129	15	46	3	43	244	71	148	98	18	204
"g3773.t1"	7	2	6	0	0	11	2	2	1	2	0	1
"g13850.t2"	68	68	202	85	51	72	1013	948	349	926	729	703
"g17963.t1"	142	208	105	24	6	82	113	93	82	117	196	120
"g9304.t1"	41	49	58	14	0	41	431	315	123	248	104	155
"g5516.t1"	246	61	34	99	78	195	131	94	54	37	0	56
"g7978.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g19962.t1"	28	12	19	0	18	45	0	5	0	0	0	12
"g2225.t1"	123	75	110	147	59	95	235	190	109	146	99	148
"g8894.t1"	0	0	0	0	0	0	0	0	5	6	0	0
"g18112.t1"	0	0	5	0	0	0	0	0	0	0	0	0
"g19308.t1"	22	46	23	11	0	18	67	68	59	48	55	40
"g18396.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g14632.t1"	231	347	106	44	163	131	292	196	112	162	42	193
"g8203.t1"	5	37	43	0	0	117	9	33	14	0	0	21
"g21521.t1"	129	261	194	4	15	268	24	214	111	17	75	27
"g6028.t1"	6	39	291	0	0	350	0	38	119	7	45	29
"g15929.t1"	0	16	28	0	2	8	36	33	31	63	27	21
"g3030.t1"	136	130	146	21	34	79	307	109	96	157	137	114
"g12840.t1"	916	555	917	1543	933	357	7453	4098	3446	5869	5341	4668
"g5680.t1"	31	17	6	9	3	1	108	21	16	0	0	2
"g20718.t1"	827	646	662	634	348	466	659	308	364	572	312	298
"g13089.t1"	31	20	44	29	16	0	121	96	59	104	43	90
"g23570.t1"	0	0	0	0	0	0	30	0	0	0	0	0
"g14209.t1"	4	4	0	23	7	21	0	12	0	47	28	0
"g976.t1"	421	457	555	635	268	302	977	617	705	895	317	867
"g3467.t1"	88	291	159	199	27	101	827	653	359	570	277	492
"g150.t1"	8	6	2	8	1	5	0	0	9	0	1	0
"g1461.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5682.t2"	386	265	194	12	0	51	30	2	17	6	0	93
"g5682.t3"	17	39	12	0	0	0	0	0	0	2	32	12
"g5682.t1"	80	110	152	4	0	5	61	20	0	7	0	57
"g8737.t1"	589	529	331	293	144	217	599	275	420	515	351	445
"g6769.t1"	109	144	118	93	38	38	159	72	152	198	137	196
"g10158.t1"	52	39	40	29	0	18	88	69	83	124	133	46
"g15327.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13852.t1"	209	677	299	192	227	125	4453	1239	967	2183	2917	1493
"g18918.t4"	319	130	186	143	224	118	922	721	441	520	18	235
"g18918.t1"	23	35	133	19	30	10	58	76	110	115	0	130
"g20200.t1"	161	131	214	202	53	134	610	400	356	454	235	248
"g18918.t3"	200	251	103	68	148	88	689	248	327	249	420	400
"g18918.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g12104.t1"	104	367	210	71	74	177	329	252	219	249	194	201
"g12925.t1"	172	330	324	43	47	204	233	249	225	256	209	209
"g14627.t1"	14	26	21	8	12	14	59	36	38	13	56	29
"g6536.t1"	75	49	42	13	0	11	65	98	102	71	57	99
"g21523.t1"	202	310	398	16	0	429	205	127	124	48	96	198
"g9895.t1"	2	0	0	0	0	0	0	0	0	0	0	1
"g9895.t2"	7	0	0	0	0	0	0	0	3	17	0	7
"g21865.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g3032.t1"	428	354	281	191	268	398	160	134	95	108	306	226
"g8201.t1"	4	74	68	0	0	189	35	36	36	20	0	7
"g12228.t1"	604	754	413	505	480	376	1181	753	620	754	557	701
"g4694.t1"	97	13	0	20	5	24	7	20	14	41	50	15
"g5753.t1"	41	28	18	0	0	43	84	58	29	116	0	69
"g6534.t1"	91	509	467	4	8	321	0	46	71	0	15	25
"g20016.t1"	0	1	1	1	0	0	0	0	1	2	0	2
"g9897.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g508.t1"	131	79	74	36	12	72	129	57	67	132	34	109
"g545.t1"	14	29	8	0	0	0	0	6	2	9	0	10
"g13198.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21037.t1"	0	0	0	0	0	0	10	0	0	0	0	0
"g6446.t1"	68	325	84	5	3	182	223	244	237	255	266	185
"g16154.t1"	4	6	0	0	0	0	0	11	0	5	0	0
"g2983.t2"	0	0	0	0	0	0	0	0	0	0	0	0
"g2983.t1"	0	16	16	0	6	4	11	11	26	26	56	0
"g13972.t2"	0	24	0	0	0	0	0	0	0	0	0	0
"g13972.t1"	458	1014	627	109	0	163	76	235	333	0	0	56
"g9670.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g17311.t1"	13507	14780	10315	13217	10843	13284	12502	9373	9931	10947	8118	10499
"g8718.t1"	129	136	148	92	58	85	621	330	296	598	393	377
"g15625.t1"	165	53	131	170	304	108	293	233	377	258	242	334
"g8862.t2"	40	62	31	37	0	15	109	30	63	90	0	66
"g8862.t1"	10	9	0	0	0	0	0	5	2	5	0	0
"g22806.t1"	179	78	165	279	133	238	206	167	71	154	90	183
"g12371.t1"	196	135	138	227	30	81	197	125	185	231	250	243
"g2579.t1"	519	507	374	374	437	274	909	465	387	592	396	463
"g11600.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2708.t1"	4422	11318	7526	1483	601	6739	4470	4392	1653	1149	1197	3185
"g20153.t1"	0	0	0	0	0	0	5	0	0	0	0	0
"g13970.t1"	2075	984	1618	1275	1961	1858	1059	1017	1591	707	1566	869
"g12350.t1"	855	614	517	866	713	571	766	632	603	661	456	613
"g20448.t1"	249	214	322	262	121	171	878	799	755	704	984	331
"g11834.t1"	232	116	127	123	107	195	274	237	238	228	205	109
"g14625.t1"	593	177	225	19	214	343	20	4	10	0	0	0
"g4500.t1"	149	313	64	21	8	84	58	107	27	15	0	112
"g3771.t1"	402	635	672	285	197	408	432	421	286	523	285	346
"g8801.t1"	3	7	6	5	1	0	20	14	9	10	17	10
"g3771.t3"	131	104	34	86	244	104	214	219	222	54	0	18
"g3771.t2"	418	602	379	90	104	499	498	100	179	354	0	422
"g5455.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g3636.t1"	14	8	37	12	2	0	47	0	7	15	0	102
"g20151.t1"	676	445	588	244	319	405	569	360	297	410	425	354
"g721.t1"	51	70	8	73	75	38	26	57	12	17	54	56
"g18036.t1"	10	17	17	0	7	7	33	13	19	39	0	54
"g13888.t1"	24	20	8	12	86	14	29	21	12	6	61	55
"g11836.t1"	21	26	24	0	6	21	149	116	94	239	66	99
"g1792.t1"	14	6	6	6	8	0	371	19	56	8	150	21
"g4043.t1"	75	138	134	139	18	69	354	385	163	424	568	210
"g19639.t1"	202	143	68	536	118	162	130	173	151	320	227	270
"g4018.t1"	24	136	42	9	0	56	16	8	0	5	0	65
"g5457.t1"	0	25	12	12	25	6	3	0	2	1	0	0
"g18958.t1"	63	47	44	11	0	20	30	6	11	0	0	52
"g17159.t1"	0	9	0	0	6	0	102	66	12	77	0	0
"g5959.t2"	0	37	0	0	0	5	0	0	0	0	0	0
"g5959.t1"	16	46	27	9	14	47	68	44	76	22	54	44
"g19486.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4438.t1"	28	139	25	0	5	53	15	12	13	0	0	20
"g23756.t1"	349	373	319	309	282	166	283	231	215	226	217	170
"g21814.t1"	34	34	12	10	24	6	87	56	47	46	7	23
"g15187.t1"	3	0	3	0	2	0	0	0	0	1	0	0
"g12842.t1"	244	75	157	154	95	148	224	163	187	149	150	92
"g8860.t1"	0	0	0	2	0	0	0	0	0	0	0	0
"g22804.t1"	48	77	194	0	36	166	6	9	0	0	0	0
"g6900.t1"	2	0	3	0	0	0	0	0	0	0	0	0
"g15260.t2"	3285	1172	1796	2079	2359	2355	1609	1305	817	981	2295	814
"g15260.t1"	2500	1229	1721	1260	1510	1041	1122	613	752	718	504	665
"g241.t3"	120	211	199	0	0	4	11	6	0	0	0	0
"g241.t2"	149	1010	12	16	0	145	312	70	0	70	42	352
"g241.t1"	13	0	0	0	0	6	0	0	0	0	0	0
"g2257.t1"	43	77	57	51	15	12	153	125	191	222	160	125
"g3465.t1"	0	0	576	0	0	633	1668	732	442	958	0	376
"g3465.t3"	0	0	0	0	0	0	1190	834	463	0	0	0
"g3465.t2"	24	23	442	350	256	312	849	912	1125	963	2219	2182
"g3465.t5"	0	39	191	0	0	0	0	0	10	0	0	16
"g3465.t4"	754	1109	266	135	25	107	73	112	60	45	224	224
"g7118.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g21816.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g1286.t1"	1	2	0	2	0	1	10	0	1	2	4	4
"g22185.t1"	0	0	6	0	8	0	0	0	0	6	0	17
"g23078.t1"	0	0	6	0	0	0	0	0	2	0	0	0
"g7183.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g2643.t1"	0	4	0	4	0	3	40	0	10	0	0	0
"g20687.t1"	139	129	200	32	5	69	447	195	117	293	76	308
"g18979.t1"	101	188	108	107	33	58	367	252	216	270	372	168
"g4660.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12686.t1"	52	50	89	37	17	32	192	106	62	196	71	101
"g8881.t1"	119	421	93	0	0	125	7	18	0	3	0	0
"g11768.t1"	2	0	0	19	0	0	0	0	0	0	0	0
"g1775.t1"	100	74	49	21	40	56	58	21	49	64	66	77
"g12684.t1"	34	52	14	0	0	0	6	12	0	2	0	4
"g24059.t1"	8	3	7	0	5	0	0	4	0	0	0	1
"g20685.t1"	18	70	10	0	0	13	27	3	6	26	0	0
"g15033.t1"	23	92	35	15	25	117	102	155	121	184	170	133
"g23886.t1"	419	313	374	321	199	255	575	435	508	402	381	444
"g5234.t1"	59	42	14	58	14	11	353	440	189	169	299	217
"g259.t1"	231	132	161	467	233	119	292	198	151	196	277	139
"g4574.t3"	4902	3222	3194	3954	3730	4358	4261	3398	3544	4034	2739	3770
"g4574.t2"	0	0	0	0	0	0	0	0	0	0	1	0
"g4574.t1"	2317	1442	1532	2349	1925	2261	2019	1524	1481	2072	664	1760
"g10689.t1"	64	14	83	25	0	6	96	10	7	10	0	113
"g243.t1"	42	350	469	4	26	536	167	154	121	209	108	234
"g10939.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g13031.t1"	0	0	0	0	0	7	5	0	0	0	0	0
"g7987.t1"	5	0	0	1	2	0	0	0	5	0	0	0
"g18982.t1"	32	79	39	0	51	7	175	39	90	213	38	62
"g5011.t1"	102	77	120	24	26	130	182	99	71	87	226	143
"g7686.t1"	1832	929	762	70	217	251	95	61	107	87	49	78
"g20859.t1"	1462	907	1244	1437	1259	784	1676	737	1833	1044	325	513
"g20859.t2"	9863	8251	8805	24365	6147	7716	18183	19189	13231	8812	10752	17376
"g9250.t1"	200	342	382	24	30	700	98	75	21	35	0	110
"g8883.t1"	220	766	344	5	0	246	0	108	28	0	0	26
"g10731.t1"	1630	325	780	104	409	2028	2526	1166	1181	1595	1226	753
"g21510.t1"	12	12	24	7	9	8	41	12	22	13	66	17
"g24154.t1"	30805	8619	24248	190	1959	7186	335	82	74	54	51	429
"g7684.t1"	69	53	63	65	38	69	305	257	305	197	210	165
"g18010.t2"	451	313	559	596	333	584	822	614	432	434	445	517
"g12621.t1"	1156	595	693	646	1439	457	353	576	845	539	447	420
"g23932.t1"	8	0	0	0	0	0	0	0	0	0	0	0
"g9916.t1"	0	0	0	0	0	0	22	0	0	12	0	0
"g23368.t1"	420	442	636	916	485	648	1154	877	694	1141	668	986
"g18010.t1"	299	96	167	234	164	223	525	169	197	297	0	277
"g14480.t1"	0	0	0	0	3	0	3	0	10	0	0	0
"g7177.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g10733.t1"	185	445	206	41	39	146	288	592	60	94	145	154
"g12908.t2"	8564	3232	6242	276	1580	188	48	33	343	0	73	189
"g12908.t1"	20259	6536	16523	991	5826	238	277	63	783	71	658	410
"g9438.t1"	11852	9398	6462	6437	12090	8725	3191	3026	3246	2646	3190	2066
"g10139.t1"	0	0	0	0	0	0	34	0	4	0	0	0
"g14257.t1"	6	0	0	0	0	0	0	1	3	5	0	2
"g15735.t1"	813	417	491	908	843	545	723	235	266	404	66	339
"g10005.t1"	1897	1302	1156	746	982	1327	2257	1364	1134	1576	1683	1569
"g3522.t1"	10	7	15	0	0	19	41	14	15	40	0	0
"g13598.t1"	18	56	61	4	0	12	46	34	64	65	123	93
"g1424.t1"	308	251	235	371	163	258	397	369	386	505	243	254
"g9779.t1"	10	48	24	6	10	14	78	57	62	105	0	76
"g6700.t1"	15952	5580	9723	19317	29147	22019	5323	4964	3333	7304	10510	6039
"g502.t1"	18	5	3	11	0	0	122	25	72	54	208	56
"g8658.t1"	713	309	306	70	131	199	1637	940	1364	857	769	916
"g17789.t1"	125	456	51	0	4	37	12	19	23	35	0	42
"g22965.t1"	10	3	10	18	0	3	40	30	9	16	0	15
"g15262.t1"	50	53	52	39	0	10	177	95	27	150	28	58
"g15848.t1"	60	210	55	50	11	0	152	47	34	47	64	156
"g1426.t1"	168	105	211	224	67	88	407	352	333	402	515	318
"g3267.t1"	122	80	79	95	80	71	88	63	64	60	36	75
"g3643.t1"	24	29	11	41	10	13	84	61	50	79	81	24
"g13292.t1"	11	23	23	34	16	0	49	47	27	30	20	40
"g17598.t1"	210	272	193	119	83	209	538	283	212	439	400	399
"g8697.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g20545.t1"	66	40	59	64	67	21	107	116	74	190	106	153
"g3282.t1"	95	36	110	23	34	42	194	158	78	158	12	117
"g6702.t1"	47	56	70	30	79	52	269	208	228	282	86	179
"g4220.t1"	5399	9266	6122	5494	7576	6332	5344	5150	3372	2901	4255	2982
"g500.t1"	15	6	39	0	0	7	37	0	0	0	0	69
"g12623.t1"	0	13	0	0	0	0	4	0	0	0	0	6
"g21512.t1"	402	235	367	492	332	340	298	281	407	321	346	181
"g14363.t1"	1327	1043	974	1163	874	1207	1594	1015	1020	1070	866	1071
"g17084.t1"	1185	686	689	936	392	539	855	483	565	314	395	378
"g14444.t1"	39	58	19	8	11	0	100	66	62	58	47	50
"g17546.t1"	0	0	0	0	0	0	1	0	0	0	1	2
"g13290.t1"	5957	4584	6144	11308	3468	3666	15158	15373	14267	10510	12858	10475
"g3280.t1"	2921	2005	2161	2481	1946	2266	2169	1635	1566	1685	498	1362
"g4222.t1"	0	10	18	4	0	7	27	7	9	8	0	3
"g14190.t1"	22	12	41	4	9	43	99	128	86	104	62	71
"g11027.t1"	0	0	0	0	3	0	4	6	0	0	0	2
"g1624.t1"	12	11	1	0	0	0	4	0	0	0	0	0
"g21989.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g8431.t1"	0	5	3	0	0	0	0	0	0	0	0	0
"g18311.t1"	2	5	11	0	0	6	15	0	0	0	0	9
"g7225.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g11025.t1"	41	131	100	135	40	24	275	224	165	244	147	211
"g7989.t1"	24	20	8	0	0	0	0	3	0	0	0	0
"g17864.t1"	531	527	530	294	115	253	1590	816	725	1529	1718	1509
"g21298.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6723.t1"	7	17	25	0	0	176	0	0	17	0	0	0
"g8433.t1"	29	39	27	0	11	16	114	50	13	104	0	28
"g15923.t1"	0	0	0	0	0	3	24	5	10	9	0	13
"g2267.t1"	36	31	32	47	5	12	75	59	43	70	37	31
"g4084.t1"	566	871	776	339	482	608	402	212	404	304	247	336
"g19189.t1"	4171	2105	4157	4597	5814	6379	12407	6872	10241	11519	5563	6805
"g21432.t1"	174	98	107	138	43	98	473	394	181	153	133	168
"g13716.t1"	0	7	3	14	0	0	0	0	0	0	0	0
"g15921.t1"	2	0	0	4	0	0	0	0	0	0	0	0
"g4608.t1"	64	124	49	192	7	28	183	209	137	256	157	192
"g14255.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g18093.t1"	171	202	95	70	107	221	229	51	60	117	84	118
"g12341.t1"	0	0	0	0	2	0	0	0	0	0	0	0
"g17123.t1"	900	105	504	67	741	1931	33	30	38	18	88	61
"g21430.t1"	262	124	184	245	49	129	394	391	290	343	479	168
"g1798.t1"	1090	844	660	177	876	391	551	525	420	236	340	212
"g13208.t1"	52	146	65	0	6	131	24	23	37	18	4	26
"g17544.t1"	0	0	0	0	0	14	0	0	0	0	0	0
"g14778.t1"	0	5	321	0	0	593	3	8	63	0	0	21
"g9098.t1"	16	14	47	36	6	0	241	70	86	173	0	172
"g3375.t1"	5	0	0	0	0	0	0	0	2	0	0	0
"g1681.t1"	265	975	309	85	31	487	71	99	26	80	120	56
"g10550.t1"	385	832	660	138	141	505	322	266	167	384	344	168
"g7247.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g5907.t1"	3	1	0	0	0	2	0	0	6	0	0	0
"g2220.t1"	10	18	0	0	7	0	28	20	3	13	0	19
"g1116.t1"	0	0	0	0	0	0	0	0	0	5	8	2
"g18675.t1"	0	5	0	3	0	0	0	3	10	0	29	0
"g17866.t1"	5	25	10	3	2	7	60	44	17	0	0	0
"g2248.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g14361.t1"	72	183	103	78	16	56	265	130	151	186	51	103
"g23444.t1"	0	81	128	36	19	101	55	2	123	0	342	4
"g10969.t1"	1989	11473	26	30	0	16	9	321	13	39	13	15
"g4429.t1"	152	569	281	69	34	327	61	77	35	39	0	38
"g5876.t3"	0	0	10	27	15	24	17	25	76	70	88	0
"g10267.t1"	2908	1498	1117	2833	2272	1173	625	724	1317	665	386	484
"g11852.t1"	4166	2663	3401	7885	3016	6456	1880	1312	2504	1723	4461	1087
"g18677.t1"	0	15	18	0	0	3	104	17	0	33	0	31
"g5876.t2"	12	0	6	0	0	0	14	0	0	12	0	3
"g16738.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4769.t2"	0	12	0	0	0	0	0	0	0	0	0	7
"g4769.t1"	0	91	0	0	0	0	0	19	0	0	0	0
"g5336.t1"	10	1110	0	0	0	0	0	3	0	0	0	0
"g4052.t1"	0	2	0	5	0	0	0	0	0	5	0	2
"g313.t1"	622	335	691	1266	331	496	4116	3482	3525	2058	2487	1965
"g15071.t1"	8	111	1010	10	22	1204	18	18	32	10	56	9
"g9672.t1"	29	82	76	76	0	47	94	80	131	88	145	15
"g1683.t1"	291	1154	384	112	37	582	75	144	35	81	75	82
"g9046.t1"	501	240	342	325	181	207	421	359	486	292	192	309
"g10552.t1"	328	844	660	194	97	601	360	197	191	222	241	299
"g7245.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g6195.t1"	83	139	76	50	34	27	176	139	188	131	257	78
"g6195.t2"	179	92	181	156	79	110	340	204	172	215	40	148
"g6195.t3"	0	0	0	0	0	0	0	0	0	0	0	0
"g12898.t1"	701	419	531	295	454	646	460	227	345	212	158	226
"g5996.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g12379.t1"	657	792	767	724	229	480	1093	1314	750	1444	1020	1180
"g17873.t1"	9	59	56	10	0	65	31	0	0	0	0	87
"g10169.t1"	0	0	0	0	0	0	0	1	2	0	0	0
"g13067.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g469.t1"	32	71	71	35	20	16	140	107	106	151	97	101
"g13651.t1"	4	4	2	0	0	0	16	23	0	2	20	0
"g23605.t1"	554	450	372	427	331	334	694	402	441	502	159	423
"g24032.t1"	34735	48007	25077	19522	29258	39266	25033	20262	21517	33770	20729	27286
"g9044.t1"	28	100	35	18	0	64	20	8	5	7	31	2
"g19482.t1"	0	0	0	0	0	0	4	0	0	0	0	0
"g14192.t1"	920	831	912	1564	337	685	1211	905	1166	1071	573	754
"g10926.t1"	260	227	293	320	197	66	1205	714	907	1450	535	1357
"g19827.t1"	277	75	130	112	261	211	190	81	51	119	39	77
"g18234.t1"	7	6	39	0	27	14	30	12	0	37	48	29
"g18973.t1"	19	18	23	0	12	9	39	19	29	30	12	22
"g2706.t1"	846	1181	418	718	142	541	347	438	242	165	131	252
"g16904.t1"	0	3	0	0	0	0	0	0	0	0	0	0
"g12869.t1"	22	35	45	49	0	25	105	38	67	83	56	71
"g17363.t1"	319	42	126	4	7	107	12	12	7	0	0	11
"g19825.t1"	418	125	457	78	140	141	1139	560	414	1075	628	373
"g311.t1"	0	0	0	0	3	5	0	0	0	16	20	0
"g18236.t1"	70	134	125	92	53	147	357	183	194	245	203	289
"g1898.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g4933.t1"	9	0	0	7	0	0	0	0	0	3	0	8
"g1737.t1"	26	83	40	55	14	16	95	58	47	85	97	61
"g2380.t1"	0	0	0	0	0	0	3	0	0	3	0	3
"g20913.t1"	133	145	322	109	14	17	923	543	376	1209	430	341
"g11779.t1"	2	0	0	0	0	0	0	0	0	0	0	4
"g9397.t1"	0	0	108	0	7	0	0	32	0	20	60	0
"g4370.t1"	861	1040	566	249	261	333	470	343	530	373	461	144
"g4370.t2"	1587	774	1159	2506	1174	1314	2461	1717	1490	1666	1288	1042
"g17361.t1"	16	37	0	0	0	5	23	0	13	0	0	11
"g6022.t1"	32	49	13	3	0	0	73	105	57	36	58	29
"g12220.t1"	4247	2808	3546	4823	3737	4465	7789	5948	5542	4393	2684	3718
"g2628.t1"	0	17	46	4	0	39	16	18	0	0	0	8
"g9395.t1"	76	323	30	0	0	9	8	121	6	5	18	5
"g2382.t1"	0	0	0	0	0	0	11	0	0	3	0	0
"g19742.t1"	305	362	288	19	371	211	523	27	0	204	125	275
"g10171.t1"	16	0	0	0	0	0	0	0	0	0	0	0
"g1274.t1"	34	62	32	9	0	21	48	64	4	3	0	42
"g19742.t2"	0	1	50	264	78	0	32	190	197	96	164	21
"g13753.t1"	0	2	33	6	2	106	131	101	89	46	77	20
"g8650.t1"	168	64	87	1	16	55	136	31	99	112	110	104
"g8650.t2"	4	2	2	118	53	1	3	65	3	2	5	8
"g23463.t1"	1451	849	1223	1744	718	895	4418	2669	3469	3054	5565	3135
"g12222.t1"	21	76	58	9	0	15	31	23	15	44	27	12
"g11443.t1"	19	32	29	24	50	0	0	0	10	5	0	18
"g1276.t1"	2	0	0	0	0	0	0	0	0	0	0	2
"g13751.t1"	35	53	655	25	0	532	98	135	168	129	141	181
"g1276.t2"	1	0	0	3	0	0	3	0	2	0	0	11
"g10510.t1"	156	134	164	233	44	88	261	194	225	163	305	172
"g8652.t1"	45	65	49	66	69	29	100	51	69	81	61	25
"g23461.t1"	86	56	51	110	21	24	235	103	122	136	141	99
"g334.t1"	576	292	567	1284	898	628	1204	881	1011	513	375	516
"g6813.t1"	6	1	0	2	1	0	5	0	0	2	2	3
"g2464.t1"	0	0	143	0	0	113	0	9	32	0	0	5
"g16783.t1"	71	73	136	76	35	71	251	157	113	179	237	153
"g15253.t1"	0	3	0	16	0	4	19	9	7	0	0	6
"g1704.t2"	123	90	46	55	72	75	141	179	168	100	40	96
"g1704.t1"	0	11	58	0	0	3	0	0	0	0	0	0
"g3509.t1"	13	3	20	5	9	0	112	143	220	248	305	222
"g1829.t1"	0	6	0	4	0	0	4	0	0	0	0	13
"g6197.t1"	195	187	211	129	100	203	1443	603	431	800	136	616
"g4508.t1"	152	15	29	0	0	0	6	1	0	5	16	0
"g20934.t1"	5	0	0	0	0	0	21	0	0	0	0	0
"g8612.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g17909.t1"	167	91	104	145	111	171	168	182	219	99	19	46
"g7287.t1"	203	301	258	497	220	254	1019	758	544	877	689	881
"g21058.t1"	56	148	110	40	34	54	246	74	43	201	19	75
"g11057.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g10265.t1"	96	99	71	54	26	5	682	1057	355	502	160	372
"g10228.t1"	0	15	0	0	0	0	0	0	0	15	0	0
"g13667.t1"	1155	615	447	2561	531	713	805	478	795	446	986	424
"g17098.t1"	77	254	365	5	0	294	42	63	49	9	0	40
"g13415.t1"	104	70	75	143	108	116	172	97	196	133	106	151
"g5009.t3"	53	14	70	0	3	24	28	16	6	13	0	10
"g9218.t1"	2056	298	1061	487	1106	4190	631	216	711	119	513	171
"g9432.t1"	0	7	0	0	11	0	2	4	0	4	0	5
"g7624.t1"	33	60	246	10	1	250	75	14	20	21	13	102
"g13665.t1"	14066	13875	8145	5644	24628	22488	1637	1801	1352	942	1613	1360
"g3297.t2"	322	3	0	2	8	80	6	2	98	336	255	0
"g3297.t1"	394	1062	501	212	250	207	514	398	346	0	0	569
"g9106.t1"	91	12	37	16	0	8	0	0	8	0	0	0
"g14278.t1"	174	148	105	131	68	86	365	294	229	265	254	320
"g7188.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g3568.t1"	0	0	0	0	0	0	5	0	0	0	0	0
"g10681.t1"	751	1041	780	539	285	614	1654	840	501	981	496	703
"g2989.t1"	39	29	33	12	4	21	84	61	27	64	10	41
"g19383.t1"	8	0	0	11	0	7	0	8	12	0	0	8
"g4529.t1"	877	552	568	389	652	544	672	330	328	470	657	409
"g23094.t1"	13	9	7	31	19	18	67	27	23	119	182	39
"g8868.t1"	11	0	12	4	0	4	0	12	4	0	0	6
"g6783.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g15268.t1"	201	105	145	231	175	173	367	261	223	254	296	156
"g2358.t1"	5	14	16	5	5	12	18	22	0	17	8	37
"g16015.t1"	11	0	0	0	0	0	0	0	0	6	0	0
"g22107.t1"	1059	2068	1407	668	188	348	2789	2361	2387	2422	658	2465
"g20276.t1"	0	0	0	0	0	0	0	0	12	7	15	13
"g3809.t1"	6	3	0	3	0	0	0	0	4	0	6	0
"g12629.t1"	0	0	0	0	0	0	0	0	0	0	0	0
"g18971.t1"	6	0	3	9	0	11	19	9	8	0	0	34
"g5737.t1"	25	143	57	199	54	61	168	321	313	56	134	52
"g5737.t2"	111	234	199	0	0	54	523	0	0	288	0	267
"g18836.t1"	361	756	294	77	43	306	596	424	308	676	440	501
"g6323.t1"	202	304	194	147	95	184	623	227	247	428	142	386
"g17130.t1"	0	133	0	0	0	0	88	0	0	0	0	0
"g17130.t2"	82	1	25	0	0	18	0	20	0	11	0	61
