geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	GO_ID	biolodical_process	V4
g20946	77.473866658061	6.33819673828027	1.68058087036141	3.77143215780936	0.000162313289317266	0.0397712645852112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g16019	1174.4794984265	3.39636321893215	0.81050497178434	4.19042860582952	2.7842801374102e-05	0.0137487420029942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3840	37.4226733140245	4.88163164980366	1.25354609759783	3.89425778530069	9.84998578554085e-05	0.0284874506931986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g4312	1904.13921647695	-1.65232920060092	0.406184933691679	-4.06792341011631	4.74339658179864e-05	0.0185962227769092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10892	14.0681426969098	6.80253444434146	1.75195107346149	3.88283357188799	0.000103246237052705	0.0293785502271583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22789	7.37756387077188	5.72318082982944	1.46724365435914	3.90063423537463	9.59410107898597e-05	0.0282098552059118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g4212	15.0542199314105	4.94421429420265	1.21024806794777	4.08528997082937	4.4021805231002e-05	0.0184804831908135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g12205	125.990249362477	2.22264970137542	0.554049238589722	4.01164652266819	6.02967353749825e-05	0.0198989314654593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g18244	385.309369267263	-2.02937836802774	0.5416439001578	-3.74670215511799	0.000179174617668867	0.0415920869067651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10994	26.2559351836917	5.81850226040225	1.39733271538753	4.1640063217074	3.12711449879913e-05	0.0147942749843265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15820	131.650423522202	2.90117896213521	0.730863651859102	3.96952147607213	7.20171160006738e-05	0.0226879635800694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1664	1126.46997195307	1.15451929377719	0.287962873239157	4.00926439158824	6.09081906322867e-05	0.0198989314654593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g6700	14210.6874373815	-1.44855511954079	0.358903777914267	-4.03605425375827	5.43576512774335e-05	0.0195090322938929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23472	13.8837381917139	5.81864439342236	1.52830192380348	3.80726105411261	0.000140514395925832	0.0359302619515077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15129	245.113446888761	3.68232757288497	0.955557023842934	3.85359270143384	0.000116397164366587	0.0325949011707195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g5017	11.5128655297736	3.97491204281431	1.06619017599611	3.72814544000152	0.00019289405195636	0.0436191347422775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g6661	9.75958929282438	6.41429408414287	1.26901646318198	5.05453969293621	4.31430028610982e-07	0.000761128856475494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g11353	4516.55303933674	-1.60316416972612	0.345635265710942	-4.63831191076104	3.51266400060801e-06	0.00344280101659591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g17027	147.706635966822	-2.13930156695675	0.530573619617077	-4.03205415395645	5.52914417126542e-05	0.0195090322938929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8842	938.281681480279	2.46111196611054	0.543480469455731	4.52842761502584	5.94242307587738e-06	0.00448122160704278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8558	1430.04556095967	1.18781460566981	0.260024795131799	4.56808207489498	4.9220730719546e-06	0.00423518984824007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
