baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
g100.t1	5.23638590059424	1.81732541187517	0.754531082732203	2.40854943350315	0.0160160571257236	0.0459784811860121
g1000.t1	35.5202504905684	-0.949305056391281	0.294161213595958	-3.22715916482174	0.00125025892643078	0.00547638808384629
g10002.t1	281.562875936768	-0.611755868096451	0.211835593129685	-2.88788045039219	0.0038784725196729	0.0141999743840796
g10017.t1	608.833177108632	2.75022822516215	0.565952228213447	4.85947061970911	1.17700046560763e-06	1.40990039434142e-05
g10020.t1	104.882869599743	-1.12304738844549	0.354989154862886	-3.16361041756125	0.00155825229544467	0.00661212477980215
g10021.t1	22.5035549435102	2.40719906862672	0.855678311267799	2.81320566026751	0.00490502688116458	0.017301725131909
g10022.t5	25.9346236456825	3.28789374797388	0.68485827079873	4.80083819990858	1.58002892476084e-06	1.8222116487816e-05
g10023.t1	98.2508212312623	-1.04269229022803	0.365150716786663	-2.85551210032873	0.00429674855416845	0.0154991620390072
g10026.t1	154.656598708176	1.18145950752811	0.240592793032116	4.91061886201386	9.07894029437335e-07	1.13001207636759e-05
g1003.t1	116.404834117099	-1.72225373158775	0.43879173260008	-3.92499129685615	8.67328736622914e-05	0.000579088066318996
g10030.t1	52.4616570637173	2.4134880827569	0.699112428321091	3.45221739020269	0.000555999575406228	0.00277532879298892
g10031.t1	68.2858738790427	2.45701129663102	0.671339908353734	3.65986181673026	0.00025235129490157	0.00142306718686416
g10035.t1	869.886431633636	-2.40397184904008	0.425617657192109	-5.64819576541912	1.62140480489262e-08	3.07675201673886e-07
g10042.t1	526.95627507582	3.73945432879599	0.977959500632096	3.82373127555796	0.000131447176389255	0.000821516837263113
g10043.t1	1407.12134227119	3.494392610865	0.970331062758777	3.60123750025068	0.000316706091567453	0.001718982495519
g10044.t1	2160.73501212787	3.09413646404441	0.612454201983872	5.05202912156016	4.37141029902293e-07	5.89095751877521e-06
g10045.t1	331.259907917834	4.37929062271928	0.694272292329627	6.30774217998041	2.83135338085154e-10	7.77402682959649e-09
g10048.t1	325.012381126078	1.88778335170184	0.413612815754501	4.56413167048077	5.0156593791995e-06	5.05311024859068e-05
g10052.t1	174.326358122846	0.672845759838003	0.231492982857571	2.90654926785397	0.00365439345850761	0.0135122856982108
g10054.t1	147.94225785084	0.732940229364308	0.289270300493221	2.53375555013634	0.0112847423268653	0.0345619383350309
